Airport,Iata,city_id
Mc Connell Air Force Base,KIAB,4519
Beech Factory Airport,KBEC,4520
Sheppard Air Force Base-Wichita Falls Municipal Airport,KSPS,4521
Wickenburg Municipal Airport,KE25,4522
Cape May County Airport,KWWD,4523
Wilkes Barre Wyoming Valley Airport,KWBW,4524
Martz Trailways Bus Terminal,WKBR,4525
Williamsburg Station,\N,4526
Williamsburg Jamestown Airport,KJGG,4527
Williamson Sodus Airport,KSDC,4528
Williamsport Regional Airport,KIPT,4529
Susquehanna Trailways Terminal,WSPT,4530
Windham Airport,KIJD,4531
Sloulin Field International Airport,KISN,4532
Willoughby Lost Nation Municipal Airport,KLNN,4533
Willow Grove Naval Air Station/Joint Reserve Base,KNXX,4534
Wilmette Station,\N,4535
Wilmington International Airport,KILM,4536
New Castle Airport,KILG,4537
Wilmington Airpark,KILN,4538
Wilmington Amtrak Station,\N,4539
Barrow County Airport,KWDR,4540
Windom Municipal Airport,KMWM,4541
Bradley International Airport,KBDL,4542
Strother Field,KWLD,4543
Winfield Station,\N,4544
Winkler County Airport,KINK,4545
Winnemucca Station,\N,4546
Winnemucca Municipal Airport,KWMC,4547
Indian Hill Station,\N,4548
Winnetka Station,\N,4549
Hubbard Woods Station,\N,4550
Fairfield County Airport,KFDW,4551
Winslow Lindbergh Regional Airport,KINW,4552
Smith Reynolds Airport,KINT,4553
Winter Haven Municipal Airport - Gilbert Field,KGIF,4554
Winter Haven Amtrak Station,\N,4555
Seaplane Base,\N,4556
Methow Valley State Airport,\N,4557
Winthrop Harbor Staiton,\N,4558
Wisconsin Dells Amtrak Station,\N,4559
Alexander Field South Wood County Airport,KISW,4560
Wishram Train Station,\N,4561
Wishram Amtrak Station,\N,4562
L M Clayton Airport,KOLF,4563
Woodmere Station,\N,4564
Woods Hole Railroad Station,\N,4565
Woodside Sta.,\N,4566
West Woodward Airport,KWWR,4567
Worcester Regional Airport,KORH,4568
Worland Municipal Airport,KWRL,4569
Wrangell Airport,PAWG,4570
Wright Aaf (Fort Stewart)/Midcoast Regional Airport,KLHW,4571
Mc Guire Air Force Base,KWRI,4572
Wauchula Municipal Airport,KCHN,4573
Wyandanch Station,\N,4574
Yakataga Airport,PACY,4575
Yakima Air Terminal McAllister Field,KYKM,4576
Yakutat Airport,PAYA,4577
Chan Gurney Municipal Airport,KYKN,4578
Yosemite Nationalpark,YOSE,4579
Youngstown Warren Regional Airport,KYNG,4580
Lansdowne Airport,\N,4581
Youngstown Elser Metro Airport,\N,4582
Youngstown Federal Station,\N,4583
Yuba County Airport,KMYV,4584
Yuma MCAS/Yuma International Airport,KNYL,4585
Zachar Bay Seaplane Base,\N,4586
Zanesville Municipal Airport,KZZV,4587
Zelienople Municipal Airport,KPJC,4588
Zephyrhills Municipal Airport,KZPH,4589
Zion Station,\N,4590
Zion Nationalpark,ZION,4591
Black Rock Airport,KZUN,4592
